Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
G4,G4,PIE,EYW,Airbus,Narrow,A320,A320,320,2,360,"85,680",126
G4,G4,PIE,FNT,Airbus,Narrow,A320,A319,319,9,"1,404","1,458,756","1,449"
G4,G4,PIE,FNT,Airbus,Narrow,A320,A320,320,3,540,"561,060",483
G4,G4,PIE,FNT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"987,050",804
G4,G4,PIE,FSD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","2,027,680","1,568"
G4,G4,PIE,FWA,Airbus,Narrow,A320,A319,319,6,936,"852,696",862
G4,G4,PIE,FWA,Airbus,Narrow,A320,A320,320,1,180,"163,980",143
G4,G4,PIE,FWA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","1,730,900","1,434"
G4,G4,PIE,GRR,Airbus,Narrow,A320,A319,319,3,468,"488,592",477
G4,G4,PIE,GRR,Airbus,Narrow,A320,A320,320,19,"3,420","3,570,480","3,019"
G4,G4,PIE,GRR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"991,800",795
G4,G4,PIE,GSO,Airbus,Narrow,A320,A319,319,2,312,"182,832",212
G4,G4,PIE,GSO,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","779,380",738
G4,G4,PIE,GSP,Airbus,Narrow,A320,A320,320,6,"1,080","520,560",540
G4,G4,PIE,GSP,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","1,007,380",997
G4,G4,PIE,HGR,Airbus,Narrow,A320,A319,319,2,312,"268,632",280
G4,G4,PIE,HGR,Airbus,Narrow,A320,A320,320,1,180,"154,980",140
G4,G4,PIE,HGR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"817,950",700
G4,G4,PIE,HSV,Airbus,Narrow,A320,A319,319,8,"1,248","652,704",824
G4,G4,PIE,HTS,Airbus,Narrow,A320,A319,319,7,"1,092","786,240",831
G4,G4,PIE,HTS,Airbus,Narrow,A320,A320,320,6,"1,080","777,600",713
G4,G4,PIE,HTS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,641,600","1,427"
G4,G4,PIE,IAG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,623,360","1,296"
G4,G4,PIE,ICT,Airbus,Narrow,A320,A320,320,1,180,"195,660",176
G4,G4,PIE,ICT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,652,240","1,384"
G4,G4,PIE,IND,Airbus,Narrow,A320,A320,320,14,"2,520","2,116,800","1,962"
G4,G4,PIE,IND,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,915,200","1,682"
G4,G4,PIE,LCK,Airbus,Narrow,A320,A319,319,8,"1,248","1,023,360","1,080"
G4,G4,PIE,LCK,Airbus,Narrow,A320,A320,320,10,"1,800","1,476,000","1,350"
G4,G4,PIE,LCK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,090,600",945
G4,G4,PIE,LEX,Airbus,Narrow,A320,A319,319,5,780,"550,680",600
G4,G4,PIE,LEX,Airbus,Narrow,A320,A320,320,9,"1,620","1,143,720","1,082"
G4,G4,PIE,LEX,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","1,475,540","1,320"
G4,G4,PIE,LIT,Airbus,Narrow,A320,A319,319,9,"1,404","1,030,536","1,131"
G4,G4,PIE,MCI,Airbus,Narrow,A320,A319,319,3,468,"489,060",510
G4,G4,PIE,MCI,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,581,150","2,210"
G4,G4,PIE,MDT,Airbus,Narrow,A320,A319,319,2,312,"284,232",290
G4,G4,PIE,MDT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","2,596,350","2,183"
G4,G4,PIE,MEM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","992,560",952
G4,G4,PIE,MLI,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,570,160","1,272"
G4,G4,PIE,OMA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,934,360","2,360"
G4,G4,PIE,PBG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,921,280","1,472"
G4,G4,PIE,PIA,Airbus,Narrow,A320,A320,320,2,360,"347,400",302
G4,G4,PIE,PIA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","2,750,250","2,269"
G4,G4,PIE,PIT,Airbus,Narrow,A320,A320,320,21,"3,780","3,318,840","2,983"
G4,G4,PIE,PSM,Airbus,Narrow,A320,A319,319,1,156,"193,128",184
G4,G4,PIE,PSM,Airbus,Narrow,A320,A320,320,4,720,"891,360",736
G4,G4,PIE,PSM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"705,660",552
G4,G4,PIE,RFD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,591,030","2,145"
G4,G4,PIE,RIC,Airbus,Narrow,A320,A319,319,3,468,"342,108",375
G4,G4,PIE,RIC,Airbus,Narrow,A320,A320,320,5,900,"657,900",621
G4,G4,PIE,RIC,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"138,890",125
G4,G4,PIE,ROA,Airbus,Narrow,A320,A319,319,2,312,"208,104",242
G4,G4,PIE,ROA,Airbus,Narrow,A320,A320,320,5,900,"600,300",605
G4,G4,PIE,ROA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"126,730",121
G4,G4,PIE,SBN,Airbus,Narrow,A320,A319,319,8,"1,248","1,213,056","1,192"
G4,G4,PIE,SBN,Airbus,Narrow,A320,A320,320,4,720,"699,840",596
G4,G4,PIE,SBN,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"184,680",151
G4,G4,PIE,SDF,Airbus,Narrow,A320,A319,319,9,"1,404","1,023,516","1,151"
G4,G4,PIE,SGF,Airbus,Narrow,A320,A319,319,13,"2,028","1,815,060","1,898"
G4,G4,PIE,SGF,Airbus,Narrow,A320,A320,320,6,"1,080","966,600",876
G4,G4,PIE,SGF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,190,350","1,031"
G4,G4,PIE,SWF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","2,004,500","1,720"
G4,G4,PIE,SYR,Airbus,Narrow,A320,A319,319,8,"1,248","1,385,280","1,320"
G4,G4,PIE,SYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"843,600",660
G4,G4,PIE,TOL,Airbus,Narrow,A320,A319,319,10,"1,560","1,474,200","1,460"
G4,G4,PIE,TOL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"359,100",292
G4,G4,PIE,TRI,Airbus,Narrow,A320,A319,319,5,780,"460,200",520
G4,G4,PIE,TRI,Airbus,Narrow,A320,A320,320,4,720,"424,800",416
G4,G4,PIE,TTN,Airbus,Narrow,A320,A319,319,7,"1,092","1,051,596","1,106"
G4,G4,PIE,TTN,Airbus,Narrow,A320,A320,320,1,180,"173,340",158
G4,G4,PIE,TUL,Airbus,Narrow,A320,A319,319,4,624,"599,664",612
G4,G4,PIE,TUL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"730,360",612
G4,G4,PIE,TVC,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,779,920","1,416"
G4,G4,PIE,TYS,Airbus,Narrow,A320,A320,320,46,"8,280","4,545,720","4,690"
G4,G4,PIE,TYS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"521,550",509
G4,G4,PIE,USA,Airbus,Narrow,A320,A319,319,1,156,"82,212",102
G4,G4,PIE,USA,Airbus,Narrow,A320,A320,320,3,540,"284,580",306
G4,G4,PIE,USA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","1,301,690","1,325"
G4,G4,PIE,XNA,Airbus,Narrow,A320,A319,319,5,780,"694,980",730
G4,G4,PIE,XNA,Airbus,Narrow,A320,A320,320,2,360,"320,760",290
G4,G4,PIE,XNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"338,580",290
G4,G4,PIT,AUS,Airbus,Narrow,A320,A320,320,9,"1,620","1,960,200","1,661"
G4,G4,PIT,BNA,Airbus,Narrow,A320,A320,320,8,"1,440","665,280",752
G4,G4,PIT,EYW,Airbus,Narrow,A320,A320,320,9,"1,620","1,785,240","1,488"
G4,G4,PIT,JAX,Airbus,Narrow,A320,A320,320,17,"3,060","2,126,700","2,005"
G4,G4,PIT,MLB,Airbus,Narrow,A320,A320,320,8,"1,440","1,231,200","1,048"
G4,G4,PIT,MYR,Airbus,Narrow,A320,A320,320,17,"3,060","1,456,560","1,575"
G4,G4,PIT,PBI,Airbus,Narrow,A320,A320,320,13,"2,340","2,227,680","1,979"
G4,G4,PIT,PGD,Airbus,Narrow,A320,A320,320,17,"3,060","2,879,460","2,509"
G4,G4,PIT,PIE,Airbus,Narrow,A320,A320,320,21,"3,780","3,318,840","2,943"
G4,G4,PIT,SAV,Airbus,Narrow,A320,A319,319,10,"1,560","904,800","1,030"
G4,G4,PIT,SAV,Airbus,Narrow,A320,A320,320,3,540,"313,200",309
G4,G4,PIT,SFB,Airbus,Narrow,A320,A319,319,1,156,"126,360",128
G4,G4,PIT,SFB,Airbus,Narrow,A320,A320,320,9,"1,620","1,312,200","1,152"
G4,G4,PIT,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,077,300",897
G4,G4,PIT,SRQ,Airbus,Narrow,A320,A320,320,16,"2,880","2,629,440","2,368"
G4,G4,PIT,VPS,Airbus,Narrow,A320,A320,320,16,"2,880","2,234,880","2,003"
G4,G4,PSC,AZA,Airbus,Narrow,A320,A320,320,11,"1,980","1,934,460","1,694"
G4,G4,PSC,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","913,536","1,065"
G4,G4,PSC,LAS,Airbus,Narrow,A320,A320,320,1,180,"131,760",133
G4,G4,PSC,SNA,Airbus,Narrow,A320,A320,320,8,"1,440","1,254,240","1,184"
G4,G4,PSM,PGD,Airbus,Narrow,A320,A319,319,17,"2,652","3,391,908","3,458"
G4,G4,PSM,PIE,Airbus,Narrow,A320,A319,319,1,156,"193,128",194
G4,G4,PSM,PIE,Airbus,Narrow,A320,A320,320,4,720,"891,360",776
G4,G4,PSM,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"705,660",582
G4,G4,PSM,SFB,Airbus,Narrow,A320,A319,319,4,624,"713,856",740
G4,G4,PSM,SFB,Airbus,Narrow,A320,A320,320,2,360,"411,840",370
G4,G4,PSM,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"434,720",370
G4,G4,PVD,PGD,Airbus,Narrow,A320,A319,319,2,312,"369,408",368
G4,G4,PVD,PGD,Airbus,Narrow,A320,A320,320,11,"1,980","2,344,320","2,032"
G4,G4,PVU,AUS,Airbus,Narrow,A320,A320,320,9,"1,620","1,702,620","1,416"
G4,G4,PVU,AZA,Airbus,Narrow,A320,A320,320,57,"10,260","4,894,020","5,532"
G4,G4,PVU,BNA,Airbus,Narrow,A320,A320,320,9,"1,620","2,246,940","1,790"
G4,G4,PVU,BUR,Airbus,Narrow,A320,A320,320,8,"1,440","796,320",904
G4,G4,PVU,HOU,Airbus,Narrow,A320,A320,320,13,"2,340","2,763,540","2,351"
G4,G4,PVU,MDW,Airbus,Narrow,A320,A320,320,8,"1,440","1,805,760","1,512"
G4,G4,PVU,PDX,Airbus,Narrow,A320,A320,320,9,"1,620","1,075,680","1,095"
G4,G4,PVU,SNA,Airbus,Narrow,A320,A320,320,42,"7,560","4,271,400","4,616"
G4,G4,RAP,AZA,Airbus,Narrow,A320,A320,320,18,"3,240","2,828,520","2,569"
G4,G4,RAP,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","920,556","1,029"
G4,G4,RAP,LAS,Airbus,Narrow,A320,A320,320,1,180,"151,740",147
G4,G4,RAP,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","2,430,480","1,768"
G4,G4,RFD,AZA,Airbus,Narrow,A320,A320,320,17,"3,060","4,201,380","3,479"
G4,G4,RFD,BNA,Airbus,Narrow,A320,A319,319,8,"1,248","546,624",680
G4,G4,RFD,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,857,440","1,424"
G4,G4,RFD,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,589,952","1,512"
G4,G4,RFD,LAS,Airbus,Narrow,A320,A320,320,1,180,"262,080",216
G4,G4,RFD,PGD,Airbus,Narrow,A320,A319,319,4,624,"703,248",684
G4,G4,RFD,PGD,Airbus,Narrow,A320,A320,320,13,"2,340","2,637,180","2,226"
G4,G4,RFD,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,591,030","2,068"
G4,G4,RFD,SFB,Airbus,Narrow,A320,A319,319,1,156,"159,900",154
G4,G4,RFD,SFB,Airbus,Narrow,A320,A320,320,3,540,"553,500",465
G4,G4,RFD,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,531,750","2,015"
G4,G4,RFD,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","1,562,400","1,320"
G4,G4,RIC,BNA,Airbus,Narrow,A320,A319,319,6,936,"493,272",666
G4,G4,RIC,BNA,Airbus,Narrow,A320,A320,320,2,360,"189,720",222
G4,G4,RIC,PIE,Airbus,Narrow,A320,A319,319,3,468,"342,108",378
G4,G4,RIC,PIE,Airbus,Narrow,A320,A320,320,5,900,"657,900",634
G4,G4,RIC,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"138,890",126
G4,G4,ROA,PIE,Airbus,Narrow,A320,A319,319,2,312,"208,104",228
G4,G4,ROA,PIE,Airbus,Narrow,A320,A320,320,5,900,"600,300",570
G4,G4,ROA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"126,730",114
G4,G4,ROA,SFB,Airbus,Narrow,A320,A319,319,2,312,"185,328",210
G4,G4,ROA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","790,020",743
G4,G4,RSW,ABE,Airbus,Narrow,A320,A320,320,8,"1,440","1,494,720","1,336"
G4,G4,SAV,ATW,Airbus,Narrow,A320,A320,320,4,720,"666,720",584
G4,G4,SAV,BLV,Airbus,Narrow,A320,A319,319,1,156,"102,648",117
G4,G4,SAV,BLV,Airbus,Narrow,A320,A320,320,3,540,"355,320",351
G4,G4,SAV,CAK,Airbus,Narrow,A320,A319,319,24,"3,744","2,268,864","2,598"
G4,G4,SAV,CVG,Airbus,Narrow,A320,A319,319,13,"2,028","1,044,420","1,312"
G4,G4,SAV,CVG,Airbus,Narrow,A320,A320,320,12,"2,160","1,112,400","1,212"
G4,G4,SAV,IAD,Airbus,Narrow,A320,A319,319,4,624,"321,360",400
G4,G4,SAV,IND,Airbus,Narrow,A320,A320,320,4,720,"429,120",448
G4,G4,SAV,LCK,Airbus,Narrow,A320,A319,319,17,"2,652","1,429,428","1,720"
G4,G4,SAV,PIT,Airbus,Narrow,A320,A319,319,10,"1,560","904,800","1,071"
G4,G4,SAV,PIT,Airbus,Narrow,A320,A320,320,3,540,"313,200",321
G4,G4,SAV,SDF,Airbus,Narrow,A320,A319,319,8,"1,248","611,520",792
G4,G4,SBN,AZA,Airbus,Narrow,A320,A320,320,13,"2,340","3,512,340","2,901"
G4,G4,SBN,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,937,430","1,566"
G4,G4,SBN,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,989,312","1,920"
G4,G4,SBN,PGD,Airbus,Narrow,A320,A319,319,2,312,"326,976",326
G4,G4,SBN,PGD,Airbus,Narrow,A320,A320,320,15,"2,700","2,829,600","2,445"
G4,G4,SBN,PIE,Airbus,Narrow,A320,A319,319,8,"1,248","1,213,056","1,160"
G4,G4,SBN,PIE,Airbus,Narrow,A320,A320,320,4,720,"699,840",580
G4,G4,SBN,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"184,680",145
G4,G4,SBN,SFB,Airbus,Narrow,A320,A319,319,11,"1,716","1,606,176","1,577"
G4,G4,SBN,SFB,Airbus,Narrow,A320,A320,320,10,"1,800","1,684,800","1,430"
G4,G4,SBN,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"711,360",572
G4,G4,SBN,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","1,452,960","1,176"
G4,G4,SCK,LAS,Airbus,Narrow,A320,A319,319,29,"4,524","1,624,116","2,320"
G4,G4,SCK,LAS,Airbus,Narrow,A320,A320,320,2,360,"129,240",160
G4,G4,SCK,PHX,Airbus,Narrow,A320,A319,319,9,"1,404","846,612",981
G4,G4,SDF,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,213,120","1,922"
G4,G4,SDF,GUF,Airbus,Narrow,A320,A319,319,9,"1,404","789,048",954
G4,G4,SDF,MYR,Airbus,Narrow,A320,A320,320,3,540,"265,680",276
G4,G4,SDF,PGD,Airbus,Narrow,A320,A319,319,11,"1,716","1,383,096","1,485"
G4,G4,SDF,PGD,Airbus,Narrow,A320,A320,320,4,720,"580,320",540
G4,G4,SDF,PGD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"306,280",270
G4,G4,SDF,PIE,Airbus,Narrow,A320,A319,319,9,"1,404","1,023,516","1,113"
G4,G4,SDF,SAV,Airbus,Narrow,A320,A319,319,8,"1,248","611,520",728
G4,G4,SDF,SFB,Airbus,Narrow,A320,A319,319,3,468,"326,664",357
G4,G4,SDF,SFB,Airbus,Narrow,A320,A320,320,5,900,"628,200",595
G4,G4,SDF,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"530,480",476
G4,G4,SDF,SRQ,Airbus,Narrow,A320,A319,319,3,468,"358,488",375
G4,G4,SDF,SRQ,Airbus,Narrow,A320,A320,320,5,900,"689,400",625
G4,G4,SDF,VPS,Airbus,Narrow,A320,A320,320,12,"2,160","1,149,120","1,188"
G4,G4,SFB,ABE,Airbus,Narrow,A320,A319,319,6,936,"825,552",894
G4,G4,SFB,ABE,Airbus,Narrow,A320,A320,320,43,"7,740","6,826,680","6,403"
G4,G4,SFB,ABE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,340,640","1,190"
G4,G4,SFB,ACY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,260,080","1,104"
G4,G4,SFB,ALB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,594,480","1,352"
G4,G4,SFB,ATW,Airbus,Narrow,A320,A320,320,15,"2,700","3,080,700","2,603"
G4,G4,SFB,ATW,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"433,580",346
G4,G4,SFB,AUS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,510,880","1,280"
G4,G4,SFB,AVL,Airbus,Narrow,A320,A319,319,1,156,"72,540",93
G4,G4,SFB,AVL,Airbus,Narrow,A320,A320,320,36,"6,480","3,013,200","3,348"
G4,G4,SFB,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"88,350",93
G4,G4,SFB,BGR,Airbus,Narrow,A320,A319,319,6,936,"1,215,864","1,126"
G4,G4,SFB,BGR,Airbus,Narrow,A320,A320,320,7,"1,260","1,636,740","1,311"
G4,G4,SFB,BGR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","2,468,100","1,878"
G4,G4,SFB,BLV,Airbus,Narrow,A320,A319,319,13,"2,028","1,693,380","1,781"
G4,G4,SFB,BLV,Airbus,Narrow,A320,A320,320,6,"1,080","901,800",822
G4,G4,SFB,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,110,550",977
G4,G4,SFB,BMI,Airbus,Narrow,A320,A319,319,2,312,"286,104",296
G4,G4,SFB,BMI,Airbus,Narrow,A320,A320,320,3,540,"495,180",444
G4,G4,SFB,BMI,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,393,840","1,188"
G4,G4,SFB,BNA,Airbus,Narrow,A320,A319,319,7,"1,092","653,016",770
G4,G4,SFB,BNA,Airbus,Narrow,A320,A320,320,6,"1,080","645,840",654
G4,G4,SFB,CAK,Airbus,Narrow,A320,A319,319,8,"1,248","1,044,576","1,080"
G4,G4,SFB,CAK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,272,240","1,080"
G4,G4,SFB,CHA,Airbus,Narrow,A320,A319,319,1,156,"76,440",97
G4,G4,SFB,CHA,Airbus,Narrow,A320,A320,320,1,180,"88,200",96
G4,G4,SFB,CHA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","651,700",679
G4,G4,SFB,CID,Airbus,Narrow,A320,A319,319,3,468,"504,504",501
G4,G4,SFB,CID,Airbus,Narrow,A320,A320,320,3,540,"582,120",501
G4,G4,SFB,CID,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","2,253,020","1,840"
G4,G4,SFB,CKB,Airbus,Narrow,A320,A319,319,1,156,"113,412",122
G4,G4,SFB,CKB,Airbus,Narrow,A320,A320,320,4,720,"523,440",488
G4,G4,SFB,CKB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"414,390",366
G4,G4,SFB,COU,Airbus,Narrow,A320,A319,319,3,468,"437,580",477
G4,G4,SFB,COU,Airbus,Narrow,A320,A320,320,5,900,"841,500",795
G4,G4,SFB,CVG,Airbus,Narrow,A320,A319,319,4,624,"458,640",514
G4,G4,SFB,CVG,Airbus,Narrow,A320,A320,320,38,"6,840","5,027,400","4,866"
G4,G4,SFB,DAY,Airbus,Narrow,A320,A319,319,4,624,"489,840",544
G4,G4,SFB,DAY,Airbus,Narrow,A320,A320,320,2,360,"282,600",272
G4,G4,SFB,DAY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"298,300",272
G4,G4,SFB,DSM,Airbus,Narrow,A320,A319,319,2,312,"350,376",344
G4,G4,SFB,DSM,Airbus,Narrow,A320,A320,320,6,"1,080","1,212,840","1,032"
G4,G4,SFB,DSM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","2,347,070","1,903"
G4,G4,SFB,ELM,Airbus,Narrow,A320,A319,319,1,156,"148,824",154
G4,G4,SFB,ELM,Airbus,Narrow,A320,A320,320,2,360,"343,440",306
G4,G4,SFB,ELM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,268,820","1,071"
G4,G4,SFB,EVV,Airbus,Narrow,A320,A319,319,6,936,"687,024",762
G4,G4,SFB,EVV,Airbus,Narrow,A320,A320,320,4,720,"528,480",508
G4,G4,SFB,EVV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","976,220",889
G4,G4,SFB,EYW,Airbus,Narrow,A320,A319,319,17,"2,652","774,384","1,311"
G4,G4,SFB,FAR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,576,970","2,030"
G4,G4,SFB,FNT,Airbus,Narrow,A320,A320,320,16,"2,880","2,845,440","2,591"
G4,G4,SFB,FNT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"187,720",162
G4,G4,SFB,FSD,Airbus,Narrow,A320,A320,320,6,"1,080","1,440,720","1,224"
G4,G4,SFB,FSD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,774,220","1,435"
G4,G4,SFB,FWA,Airbus,Narrow,A320,A319,319,5,780,"678,600",690
G4,G4,SFB,FWA,Airbus,Narrow,A320,A320,320,4,720,"626,400",557
G4,G4,SFB,FWA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,322,400","1,104"
G4,G4,SFB,GRR,Airbus,Narrow,A320,A320,320,21,"3,780","3,783,780","3,299"
G4,G4,SFB,GRR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,141,140",942
G4,G4,SFB,GSP,Airbus,Narrow,A320,A320,320,2,360,"153,360",168
G4,G4,SFB,GSP,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","1,214,100","1,264"
G4,G4,SFB,HGR,Airbus,Narrow,A320,A319,319,6,936,"730,080",816
G4,G4,SFB,HGR,Airbus,Narrow,A320,A320,320,7,"1,260","982,800",959
G4,G4,SFB,HSV,Airbus,Narrow,A320,A319,319,4,624,"323,856",400
G4,G4,SFB,HSV,Airbus,Narrow,A320,A320,320,3,540,"280,260",300
G4,G4,SFB,HSV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"197,220",200
G4,G4,SFB,HTS,Airbus,Narrow,A320,A319,319,8,"1,248","829,920",922
G4,G4,SFB,HTS,Airbus,Narrow,A320,A320,320,7,"1,260","837,900",805
G4,G4,SFB,HTS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"252,700",230
G4,G4,SFB,ICT,Airbus,Narrow,A320,A319,319,2,312,"348,504",348
G4,G4,SFB,ICT,Airbus,Narrow,A320,A320,320,2,360,"402,120",348
G4,G4,SFB,ICT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"848,920",696
G4,G4,SFB,IND,Airbus,Narrow,A320,A319,319,9,"1,404","1,134,432","1,254"
G4,G4,SFB,IND,Airbus,Narrow,A320,A320,320,24,"4,320","3,490,560","3,315"
G4,G4,SFB,LAS,Airbus,Narrow,A320,A319,319,4,624,"1,269,216","1,220"
G4,G4,SFB,LCK,Airbus,Narrow,A320,A319,319,11,"1,716","1,316,172","1,445"
G4,G4,SFB,LCK,Airbus,Narrow,A320,A320,320,3,540,"414,180",393
G4,G4,SFB,LCK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"437,190",393
G4,G4,SFB,LEX,Airbus,Narrow,A320,A319,319,16,"2,496","1,664,832","1,877"
G4,G4,SFB,LEX,Airbus,Narrow,A320,A320,320,12,"2,160","1,440,720","1,404"
G4,G4,SFB,LEX,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"126,730",117
G4,G4,SFB,LIT,Airbus,Narrow,A320,A319,319,2,312,"238,992",268
G4,G4,SFB,LIT,Airbus,Narrow,A320,A320,320,4,720,"551,520",536
G4,G4,SFB,LIT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"291,080",268
G4,G4,SFB,LSE,Airbus,Narrow,A320,A320,320,4,720,"849,600",804
